Year,Afghanistan,Africa,Africa (GCP),Albania,Algeria,Andorra,Angola,Anguilla,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Asia (GCP),Asia (excl. China and India),Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Central America (GCP),Chad,Chile,China,Christmas Island,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,East Timor,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,Europe (GCP),Europe (excl. EU-27),Europe (excl. EU-28),European Union (27),European Union (28),Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High-income countries,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International aviation,International shipping,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kuwaiti Oil Fires (GCP),Kyrgyzstan,Laos,Latvia,Lebanon,Leeward Islands (GCP),Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low-income countries,Lower-middle-income countries,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Middle East (GCP),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Non-OECD (GCP),North America,North America (GCP),North America (excl. USA),North Korea,North Macedonia,Norway,OECD (GCP),Oceania,Oceania (GCP),Oman,Pakistan,Palau,Palestine,Panama,Panama Canal Zone (GCP),Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Ryukyu Islands (GCP),Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South America (GCP),South Korea,South Sudan,Spain,Sri Lanka,St. Kitts-Nevis-Anguilla (GCP),Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper-middle-income countries,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,World,Yemen,Zambia,Zimbabwe
1857,,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,331100.0,4873120.0,,,,,,,13754656.0,,,,0.0,,,,,,,0.0,,,,,,216176.0,,,0.0,,,,,,,,,,0.0,,,,,,,663184.0,,,,,,,,,,,,,238329620.0,238329630.0,137877390.0,304112.0,100452220.0,238025500.0,,,,35280656.0,,,,,32939362.0,,,0.0,,,0.0,,,,279932030.0,,,545936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,4217264.0,,,,,,,0.0,41271296.0,41271296.0,216176.0,,,304112.0,279932000.0,331100.0,331100.38,,,,,,,0.0,,,,6716112.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,850048.0,,,,,611888.0,,,,,,,,,,,,,,0.0,,,,137573280.0,41055120.0,0.0,,,,,,,279932000.0,,,
1858,,0.0,0.0,,,0.0,,,,,,1068.0,,450641.0,450639.8,56153.0,340483.0,7243728.0,,,,,,13486.0,14450816.0,,,,0.0,,,,,,,0.0,,,,,,263808.0,,,0.0,,,,,,,,,,0.0,,,,,,,490976.0,,,,,,,,,,4889.0,,,241521540.0,241521540.0,135655470.0,822022.0,105866060.0,240699520.0,,,,34595490.0,,,,1986.0,35610416.0,,,0.0,,,0.0,,,,283366530.0,,,381056.0,,394488.0,,,,,,,,,,,,32118.998,,,,,,2774.0,,3204.0,,,,,,,5014.0,0.0,505310.0,,0.0,,,,,,,,0.0,,,,0.0,4987.0,,,,,,,,,,3707968.0,,,,,,,870511.75,41912496.0,41912496.0,263808.0,,,267472.0,283354660.0,340483.0,340482.7,,,,,,,0.0,,,,7705392.0,,,3664.0,295626.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,1150496.0,,,,,512960.03,146560.0,,,1581.0,,,,,,,,4048.9998,,0.0,,93891.0,,134833460.0,41648690.0,353321.0,,12576.0,,,,,284225150.0,,,
1859,,0.0,0.0,,,0.0,,,,,,1132.0,,696040.0,696039.75,59555.0,484948.0,5866064.0,,,,,,14304.0,14897824.0,,,,0.0,,,,,,,0.0,,,,,,315104.0,,,0.0,,,,,,,,,,0.0,,,,,,,626544.0,,,,,,,,,,5185.0,,,254665150.0,254665170.0,150666940.0,963998.0,103998216.0,253701150.0,,,,34991200.0,,,,2106.0,33807730.0,,,0.0,,,0.0,,,,300352500.0,,,769440.0,,636485.0,,,,,,,,,,,,34066.0,,,,,,2942.0,,3398.0,,,,,,,5317.0,0.0,754023.0,,0.0,,,,,,,,0.0,,,,0.0,5290.0,,,,,,,,,,3524768.0,,,,,,,1141136.4,45635120.0,45635120.0,315104.0,,,326096.0,300340130.0,484948.0,484947.53,,,,,,,0.0,,,,7111824.0,,,3664.0,313543.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,1630480.0,,,,,754784.0,205184.0,,,1677.0,,,,,,,,4294.0,,0.0,,99581.0,,149702940.0,45320016.0,374735.0,,13338.0,,,,,301481250.0,,,
1860,,0.0,0.0,,,0.0,,,,,,1496.0,,730781.0,730781.1,87666.0,599769.0,6148192.0,8969.0,,,,,18901.0,15212928.0,,,,0.0,,,,,,,0.0,,,,,,381056.0,,,0.0,,,,,,,,,,0.0,,,,,202386.0,,542272.0,,,,,,,,,,6852.0,,,281813200.0,281813150.0,169159780.0,1209341.0,112653390.0,280603840.0,,,36640.0,38131250.0,,,,2783.0,36394510.0,,,0.0,,,0.0,,,,329659970.0,,,905008.0,,643115.0,,,,,,,,29312.0,,,,45015.0,,,,,,3888.0,,4490.0,,,,,,,7027.0,0.0,798433.0,,0.0,,,,,,,,0.0,,,,0.0,6990.0,,,,,,,,,,4796176.0,,,,,,,1317766.9,47818864.0,47818864.0,381056.0,,,333424.0,329644800.0,599769.0,599769.2,,,,,,,0.0,,,,7485552.0,,,3664.0,414325.0,,,,,,,,,,,,,,0.0,0.0,,65086.0,,,,,,0.0,,,1930928.0,,,,,751120.0,304112.0,,,2216.0,,,,,,,,5674.0,,0.0,,131589.0,,167950430.0,47437810.0,504153.0,,17625.0,,,,,330962600.0,,,
1861,,0.0,0.0,,,0.0,,,,,,1901.0,,608614.0,608613.6,111360.0,560575.0,6379024.0,11393.0,,,,,24010.0,16458689.0,,,,0.0,,,,,,,0.0,,,,,,458000.0,,,0.0,,,,,,,,,,0.0,,,,,665380.0,,784096.0,,,,,,,,,,8704.0,,,300479550.0,300479520.0,176627660.0,1580060.0,123851880.0,298899500.0,,,73280.0,41241984.0,,,,3535.0,41329920.0,,,0.0,,,0.0,,,,346450850.0,,,959968.0,,497254.0,,,,,,,,670512.0,,,,57181.0,,,,,,4939.0,,5704.0,,,,,,,8926.0,0.0,694550.0,,0.0,,,,,,,,0.0,,,,0.0,8879.0,,,,,,,,,,4404128.0,,,,,,,1356917.9,46137090.0,46137090.0,458000.0,,,428688.0,346428900.0,560575.0,560575.4,,,,,,,0.0,,,,7668752.0,,,7328.0,526305.0,,,,,,,,,,,,,,0.0,0.0,,213980.0,,,,,,0.0,,,2004208.1,,,,,967296.0,425024.0,,,2815.0,,,,,,,,7208.0,,0.0,,167154.0,,175047600.0,45679090.0,640412.0,,22388.0,,,,,347785820.0,,,
1862,,0.0,0.0,,,0.0,,,,,,1715.0,,650756.0,650755.0,100462.0,787635.0,6353376.0,10278.0,,,,,21660.0,16345104.0,,,,0.0,,,,,,,0.0,,,,,,560592.0,,,0.0,,,,,,,,,,0.0,,,,,1131146.0,,677840.0,,,,,,,,,,7852.0,,,305041120.0,305041120.0,170965310.0,1494314.0,134075820.0,303546800.0,,,73280.0,43524656.0,,,,3189.0,45539856.0,,,0.0,,,0.0,,,,353182900.0,,,1157824.0,,550294.0,,,,,,,,1227440.0,,,,51585.0,,,,,,4456.0,,5146.0,,,,,,,8052.0,0.0,728281.0,,0.0,,,,,,,,0.0,,,,0.0,8010.0,,,,,,,,,,5671872.0,,,,,,,1330202.0,48009390.0,48009390.0,560592.0,,,370064.0,353158700.0,787635.0,787635.1,,,,,,,0.0,,,,8804592.0,,,10992.0,474794.0,,,,,,,,,,,,,,0.0,0.0,,363766.0,,,,,,0.0,,,2187408.0,,,,,985616.0,468992.0,,,2540.0,,,,,,,,6502.0,,0.0,,150794.0,,169470990.0,47448800.0,577733.0,,20197.0,,,,,354488900.0,,,
1863,,0.0,0.0,,,0.0,,,,,,1795.0,,715165.0,715164.1,105200.0,720450.0,5877056.0,10762.0,,,,,22681.0,17228128.0,,,,0.0,,,,,,,0.0,,,,,,703488.0,,,0.0,,,,,,,,,,0.0,,,,,1596912.0,,754784.0,,,,,,,,,,8222.0,,,321231260.0,321231260.0,181742720.0,1517894.0,139488540.0,319713380.0,,,76944.0,44187840.0,,,,3340.0,49383390.0,,,0.0,,,0.0,,,,376778800.0,,,1209120.0,,609965.0,,,,,,,,1069888.0,,,,54018.0,,,,,,4666.0,,5388.0,,,,,,,8432.0,0.0,796348.0,,0.0,,,,,,,,0.0,,,,0.0,8388.0,,,,,,,,,,4085360.0,,,,,,,1426142.1,55513264.0,55513264.0,703488.0,,,362736.0,376754020.0,720450.0,720450.25,,,,,,,0.0,,,,10054016.0,,,10992.0,497190.0,,,,,,,,,,,,,,0.0,0.0,,513552.0,,,,,,0.0,,,2432896.0,,,,,985616.0,468992.0,,,2660.0,,,,,,,,6809.0,,0.0,,157907.0,,180224830.0,54809776.0,604983.0,,21150.0,,,,,378180160.0,,,
1864,,0.0,0.0,,,0.0,,,,,,2014.0,,694808.0,694808.5,117994.0,903160.0,5074640.0,12071.0,,,,,25440.0,18081840.0,,,,0.0,,,,,,,0.0,,,,,,842720.0,,,0.0,,,,,,,,,,0.0,,,,,2062678.1,,648528.0,,,,,,,,,,9222.0,,,346628300.0,346628320.0,195731060.0,1821187.0,150897250.0,344807100.0,,,47632.0,46829584.0,,,,3746.0,56641776.0,,,0.0,,,0.0,,,,406261570.0,,,1209120.0,,576814.0,,,,,,,,1604832.0,,,,60588.0,,,,,,5233.0,,6044.0,,,,,,,9457.0,0.0,785864.0,,0.0,,,,,,,,0.0,,,,0.0,9408.0,,,,,,,,,,3403856.0,,,,,,,1494583.9,59499696.0,59499696.0,842720.0,,,479984.0,406231400.0,903160.0,903160.1,,,,,,,0.0,,,,11219168.0,,,14656.0,557659.0,,,,,,,,,,,,,,0.0,0.0,,663338.0,,,,,,0.0,,,2333968.0,,,,,1036911.94,571584.0,,,2983.0,,,,,,,,7637.0,,0.0,,177112.0,,193909870.0,58656976.0,678563.0,,23722.0,,,,,407725980.0,,,
1865,,0.0,0.0,,,0.0,,,,,,1925.0,,829874.0,679650.8,263005.0,973508.0,5353104.0,11538.0,,,,,24316.0,19060128.0,,,,0.0,,,,,,,0.0,,,,,,1018592.0,,,0.0,,,,,,,,,,0.0,,,,,2528445.0,,1014928.0,,,,,,,,,,8815.0,,,371215300.0,371215300.0,207392540.0,1904434.0,163822750.0,369310850.0,,,62288.0,49302784.0,,,,3580.0,63467810.0,,,0.0,,,0.0,,,,431293630.0,,,1256752.0,,566869.0,,,,,,,,1271408.0,,,,57911.0,,,,,,5002.0,,5777.0,,,,,,,9040.0,0.0,766683.0,,0.0,,,,,,,,0.0,,,,150224.0,8992.0,,,,,,,,,,3847200.0,,,,,,,1444742.2,59840450.0,59840452.0,1018592.0,,,472656.0,431414400.0,973508.0,973507.56,,,,,,,0.0,,,,12420960.0,,,14656.0,533023.0,,,,,,,,,,,,,,0.0,0.0,,813123.0,,,,,,0.0,,,2304656.0,,,,,1080880.0,696160.0,,,2851.0,,,,,,,150224.0,7300.0,,0.0,,169287.0,,205488110.0,58821856.0,798809.0,,22674.0,,,,,432859140.0,,,
1866,,0.0,0.0,,,0.0,,,,,,6082.0,,1204999.0,996151.6,565199.0,1280060.0,3594384.0,36456.0,,,,,76831.0,20529392.0,,,,0.0,,,,,,,0.0,,,,,,1242096.0,,,0.0,,,,,,,,,,0.0,,,,,2994211.0,,937984.0,,,,,,,,,,27852.0,,,383594200.0,383594200.0,215265000.0,3533429.0,168329220.0,380060800.0,,,69616.0,53560350.0,,,,11312.0,62907216.0,,,0.0,,,0.0,,,,443024300.0,,,1428960.0,,639800.0,,,,,,,,1476592.0,,,,182981.0,,,,,,15804.0,,18253.0,,,,,,,28562.0,0.0,1271147.0,,0.0,,,,,,,,0.0,,,,208848.0,28412.0,,,,,,,,,,4217264.0,,,,,,,3385595.2,60474320.0,60474316.0,1242096.0,,,520288.0,443168000.0,1280060.0,1280059.6,,,,,,,0.0,,,,12153488.0,,,18320.0,1684174.0,,,,,,,,,,,,,,0.0,0.0,,962909.0,,,,,,0.0,,,2290000.0,,,,,1113856.0,688832.0,,,9009.0,,,,,,,208848.0,23065.0,,0.0,,534892.0,,211731570.0,59232224.0,2258161.0,,71642.0,,,,,446553600.0,,,
1867,,0.0,0.0,,,0.0,,,,,,6979.0,,636119.0,408951.66,636119.0,1239852.0,4913424.0,41837.0,,,,,88171.0,22233152.0,,,,0.0,,,,,,,0.0,,,,,,1593840.0,,,0.0,,,,,,,,,,0.0,,,,,3457204.0,,916000.0,,,,,,,,,,31964.0,,,401824960.0,401824960.0,221334910.0,3960783.0,180490060.0,397864200.0,,,62288.0,54278496.0,,,,12982.0,69154340.0,,168544.0,0.0,,,0.0,,,,474857250.0,,,1689104.0,,,,,,,,,,1469264.0,,,,209990.0,,,,,,18137.0,,20947.0,,,,,,,32778.0,0.0,724538.0,,0.0,,,,,,,,0.0,,,,227168.0,32605.998,,,,,,,,,,4041391.8,,,,,,,3152052.2,74459810.0,74459810.0,1593840.0,,,619216.0,475008670.0,1239852.0,1239852.4,,,,,,,0.0,,,,13292992.0,,,21984.0,1932769.0,,,,,,,,,,,,,,0.0,0.0,,1111804.0,,,,,,0.0,,,2557472.0,,,,,1036911.94,674176.0,,,10339.0,,,,,,,227168.0,26470.0,,0.0,,613845.0,,217374130.0,72865970.0,2578972.0,,82217.0,,,,,478160740.0,,,
1868,,0.0,0.0,,,0.0,,,,,,5807.0,,527105.0,351232.2,527105.0,1532259.0,6071248.0,34808.0,,,,,73357.0,20100704.0,,,,0.0,,,,,,,0.0,,,,,,945312.0,,,0.0,,,,,,,,,,0.0,,,,,3922970.0,,1084544.0,,,,,,,,,,26593.0,,,406195200.0,406195200.0,216841680.0,3622533.0,189353540.0,402572670.0,,,87936.0,55531584.0,,,,10801.0,74368210.0,,84272.0,0.0,,,0.0,,,,488816640.0,,,1806352.0,,,,,,,,,,1696432.0,,10992.0,,174708.0,,,,,,15090.0,,17427.0,,,,,,,27271.0,0.0,602803.0,,0.0,,,,,,,,0.0,,,,175872.0,27128.0,,,,,,,,,,4239248.0,,,,,,,2629806.8,83297380.0,83297380.0,945312.0,,,633872.0,488922140.0,1532259.0,1532259.4,,,,,,,0.0,,,,15117664.0,,,25648.0,1608028.0,,,,,,,,,,,,,,0.0,0.0,,1261590.0,,,,,,0.0,,,2660064.0,,,,,1223776.0,769440.0,,,8602.0,,,,,,,175872.0,22022.0,,0.0,,510707.97,,213219150.0,82352060.0,2132531.0,,68403.0,,,,,491551940.0,,,
1869,,0.0,0.0,,,0.0,,,,,,7876.9995,,747343.0,479871.47,747343.0,1464684.0,6485280.0,47219.0,,,,,99512.0,21650576.0,,,,0.0,,,,,,,0.0,,,,,,685168.0,,,0.0,,,,,,,,,,0.0,,,,,4388737.0,,945312.0,,,,,,,,,,36075.0,,,425361200.0,425361200.0,228013060.0,4307530.0,197348160.0,421053700.0,,,69616.0,56942224.0,,,,14652.0,77592530.0,,194192.0,0.0,,,0.0,,,,518214720.0,,,1963904.0,,,,,,,,,,1872304.0,,18320.0,,236999.0,,,,,,20470.0,,23641.0,,,,,,,36994.0,0.0,817728.0,,0.0,,,,,,,,0.0,,,,267472.0,36800.0,,,,,,,,,,4371152.0,,,,,,,3558309.2,94380980.0,94380980.0,685168.0,,,553264.0,518395900.0,1464684.0,1464684.2,,,,,,,0.0,,,,15612304.0,,,25648.0,2181364.0,,,,,,,,,,,,,,0.0,0.0,,1411375.0,,,,,,0.0,,,2638080.0,,,,,1088208.0,743792.0,,,11668.0,,,,,,,267472.0,29874.0,,0.0,,692798.0,,223705520.0,93695810.0,2921769.0,,92792.0,,,,,521954200.0,,,
1870,,0.0,0.0,,,0.0,,,,,,8548.0,,676755.0,519202.88,676755.0,1402391.0,7364640.0,51242.0,,,,,107992.0,24746656.0,,,,0.0,,,,,,,0.0,,,,,,1223776.0,,,0.0,,,,,,,,,,0.0,,,,,4854503.0,,1143168.0,,,,,,,,,,39149.0,,,431415100.0,431415100.0,233289260.0,4794903.0,198125820.0,426620200.0,,,91600.0,50537550.0,,,,15900.999,76639890.0,,201520.0,0.0,,,0.0,,,,529412800.0,,,2121456.0,,,,,,,,,,2678384.0,,18320.0,,257195.0,,,,,,22214.0,,25655.0,,,,,,,40147.0,0.0,887413.0,,0.0,,,,,,,,0.0,,,,157552.0,39936.0,,,,,,,,,,4942736.0,,,,,,,3870339.2,99844000.0,99844000.0,1223776.0,,,630208.0,529467900.0,1402391.0,1402391.1,,,,,,,0.0,,,,16663872.0,21984.0,,36640.0,2367251.0,,,,,,,,,,,,,,0.0,0.0,,1561161.0,,,,,,0.0,,,3074096.0,,,,,1341024.0,897680.0,,,12663.0,,,,,,,157552.0,32419.998,,0.0,,751836.0,,228494370.0,98620220.0,3038037.0,,100700.0,,,,,533338270.0,,,
1871,,0.0,0.0,,,0.0,,,,,,11541.0,,899720.0,701863.56,899720.0,1440910.0,10141952.0,69180.0,,,,,145794.0,23717072.0,,,,0.0,,,,,,,0.0,,,,,,1780704.0,,,0.0,,,,,,,,,,0.0,,,,,5320269.0,,1187136.0,,,,,,,,,,52853.0,,,459749340.0,459749340.0,248169220.0,6132703.0,211580130.0,453616640.0,,,113584.0,50262750.0,,,,21466.0,85349220.0,,296784.0,0.0,,,0.0,,,,561606660.0,,,2630752.0,,,,,,,,,,2308320.0,,25648.0,,347226.0,,,,,,29991.0,,34636.0,,,,,,,54200.0,0.0,1198049.0,,0.0,,,,,,,,0.0,,,,197856.0,53915.0,,,,,,,,,,4979376.0,,,,,,,5215979.0,104801390.0,104801390.0,1780704.0,,,611888.0,561675400.0,1440910.0,1440909.9,,,,,,,0.0,,,,18972192.0,36640.0,,40304.0,3195900.0,,,,,,,,,,,,,,0.0,0.0,,1710947.0,,,,,,0.0,,,2938528.0,,,,,1432624.0,1110192.0,,,17095.0,,,,,,,197856.0,43768.0,,0.0,,1015014.06,,242036510.0,103020690.0,4086646.0,,135949.0,,,,,566891300.0,,,
1872,,0.0,0.0,,,0.0,,,,,,11848.0,,972686.0,727198.7,972686.0,1636610.0,10006384.0,71022.0,,,,,149677.0,25589376.0,,,,0.0,,,,,,,0.0,,,,,,1846656.0,,,0.0,,,,,,,,,,0.0,,,,,5783263.0,,1139504.0,,,,,,,,,,54260.0,,,496539900.0,496539870.0,261447760.0,6459004.0,235092130.0,490080900.0,,,91600.0,60924990.0,,,,22038.0,92109300.0,,175872.0,0.0,,,0.0,,,,621833500.0,,,2795632.0,,,,,,,,,,2975168.0,,32976.0,,356472.0,,,,,,30789.0,,35558.0,,,,,,,55643.0,0.0,1229951.0,,0.0,,,,,,,,0.0,,,,245488.0,55351.0,,,,,,,,,,5331120.0,,,,,,,5353803.5,128152060.0,128152070.0,1846656.0,,,655856.0,621947460.0,1636610.0,1636610.0,,,,,,,0.0,,,,20631984.0,520288.0,,40304.0,3281005.0,,,,,,,,,,,,,,0.0,0.0,,1859841.0,,,,,,0.0,,,3260960.0,,,,,1711088.0,1275072.0,,,17550.0,,,,,,,245488.0,44934.0,,0.0,,1042043.0,,254988750.0,126305410.0,4237835.0,,139569.0,,,,,627301250.0,,,
1873,,0.0,0.0,,,0.0,,,,,,11120.0,,930038.0,691878.2,930038.0,1930549.0,10728192.0,66659.0,,,,,140481.0,28106544.0,,,,0.0,,,,,,,0.0,,,,,,1608496.0,,,0.0,,,,,,,,,,0.0,,,,,6249029.0,,1150496.0,,,,,,,,,,50927.0,,,522505340.0,522505300.0,270805900.0,6147851.0,251699440.0,516357500.0,,,87936.0,65849412.0,,,,20684.0,98367410.0,,194192.0,0.0,,,0.0,,,,661341600.0,,,2916544.0,,,,,,,,,,2769984.0,,40304.0,,334573.0,,,,,,28898.0,,33374.0,,,,,,,52225.0,0.0,1154391.0,,0.0,,,,,,,,0.0,,,,238159.98,51951.0,,,,,,,,,,5140592.0,,,,,,,5031041.0,141115300.0,141115300.0,1608496.0,,,659520.0,661450200.0,1930549.0,1930549.4,,,,,,,0.0,,,,22350400.0,725472.0,,43968.0,3079441.0,,,,,,,,,,,,,,0.0,0.0,,2009627.1,,,,,,0.0,,,3136384.0,,,,,1736736.0,1238432.0,,,16472.0,,,,,,,238160.0,42173.0,,0.0,,978026.0,,264658050.0,139506800.0,3985242.0,,130995.01,,,,,666481200.0,,,
1874,,0.0,0.0,,,0.0,,,,,,13498.0,,1633613.0,1377132.6,1633613.0,2125629.0,9152672.0,80912.0,,,,,170519.0,25915472.0,,,,0.0,,,,,,,0.0,,,,,,1623152.0,,,0.0,,,,,,,,,,0.0,,,,,6714795.0,,1242096.0,,,,,,,,,,61816.0,,,484553570.0,484553540.0,264331660.0,7144494.0,220221890.0,477409060.0,,,124576.0,62643410.0,,,,25107.0,71594560.0,,150224.0,0.0,,,0.0,,,,618026560.0,,,2557472.0,,,,,,,,,,2997152.0,,586240.0,,406110.0,,,,,,35077.0,,40510.0,,,,,,,63392.0,0.0,1401221.0,,0.0,,,,,,,,0.0,,,,256480.0,63059.004,,,,,,,,,,4741216.0,,,,,,,6097368.0,135919740.0,135919740.0,1623152.0,,,817072.0,618135200.0,2125629.0,2125629.5,,,,,,,0.0,,,,24497504.0,531280.0,,43968.0,3737882.0,,,,,,,,,,,,,,0.0,0.0,,2159413.0,,,,,,0.0,,,3118064.0,,,,,1872304.0,1168816.0,,,19994.0,,,,,,,256480.02,51191.0,,0.0,,1187146.0,,257187170.0,134296590.0,4804758.0,,159004.0,,,,,624232500.0,,,
